id,code,area_group,district,level_from,level_to,category,name,name_short,area,url,status,yml,json
165,212,Oahu,Central,K,5,DOE,Kipapa Elementary,Kipapa El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 95-076 Kipapa Drive
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 627-7322/627-7323
  :fax: 627-7326
  :principal_last_name: Yogi
  :principal_first_name: Corinne
",
166,395,Hawaii,Hawaii,K,5,DOE,Kohala Elementary,Kohala El,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: PO Box 819
  :city: Kapaau
  :state: HI
  :postal_code: ""96755""
  :phone: 889-7100
  :fax: 889-7103
  :principal_last_name: Garcia
  :principal_first_name: Danny
",
167,373,Hawaii,Hawaii,9,12,DOE,Kohala High,Kohala High,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: P.O. Box 279
  :city: Kapaau
  :state: HI
  :postal_code: ""96755""
  :phone: 889-7117
  :fax: 889-7120
  :principal_last_name: Snelling
  :principal_first_name: Janette
",
168,366,Hawaii,Hawaii,6,8,DOE,Kohala Middle,Kohala Middle,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: PO Box 777
  :city: Kapaau
  :state: HI
  :postal_code: ""96755""
  :phone: 889-7119
  :fax: 889-7121
  :principal_last_name: Champagne
  :principal_first_name: Patricia
",
169,127,Oahu,Honolulu,K,5,DOE,Koko Head Elementary,Koko Head El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 189 Lunalilo Home Road
  :city: Honolulu
  :state: HI
  :postal_code: ""96825""
  :phone: 397-5811
  :fax: 397-5816
  :principal_last_name: Shitaoka
  :principal_first_name: Jeffrey
",
170,460,Kauai,Kauai,K,5,DOE,Koloa Elementary,Koloa El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 3223 Poipu Road
  :city: Koloa
  :state: HI
  :postal_code: ""96756""
  :phone: 742-8460
  :fax: 742-8466
  :principal_last_name: Lindsey
  :principal_first_name: Debra
",
171,566,Hawaii,Hawaii,K,8,Charter,Kona Pacific Public Charter School,Kona Pacific PCS,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: ! '79-7595 Mamalahoa Hwy (mail: PO Box 115)'
  :city: Kealakekua
  :state: HI
  :postal_code: '96750'
  :phone: 322-4900
  :fax: 322-4906
  :principal_last_name: Kotner
  :principal_first_name: Usha
",
172,375,Hawaii,Hawaii,K,5,DOE,Konawaena Elementary,Konawaena El,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 81-901 Onouli Road
  :city: Kealakekua
  :state: HI
  :postal_code: ""96750""
  :phone: 323-4555
  :fax: 323-4551
  :principal_last_name: Yoshida
  :principal_first_name: Claire
",
173,374,Hawaii,Hawaii,9,12,DOE,Konawaena High,Konawaena High,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 81-1043 Konawaena School Road
  :city: Kealakekua
  :state: HI
  :postal_code: ""96750""
  :phone: 323-4500
  :fax: 323-4515
  :principal_last_name: Suzuki
  :principal_first_name: Shawn
",
174,376,Hawaii,Hawaii,6,8,DOE,Konawaena Middle,Konawaena Middle,Honokaa-Kealakehe-Kohala-Konawaena,,,"---
:site_contact:
  :street: 81-1045 Konawaena School Road
  :city: Kealakekua
  :state: HI
  :postal_code: ""96750""
  :phone: 323-4566
  :fax: 323-4574
  :principal_last_name: Burgess
  :principal_first_name: Teddy
",
175,940,Oahu,,,,Private,"Nanakuli II, Community Learning Center at N�n�kuli",KSBE Nanakuli,,,,"---
:site_contact:
  :street: 89-101 Farrington Hwy.
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone:
  :fax:
  :principal_last_name:
  :principal_first_name:
",
176,941,Oahu,,,,Private,"Hoaliku Drake Preschool, Princess Kahanu Estates",KSBE Waianae,,,,"---
:site_contact:
  :street: 87-115 Wai'olu St.
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone:
  :fax:
  :principal_last_name:
  :principal_first_name:
",
177,557,Hawaii,Hawaii,K,12,Charter,Kua 'o Ka La Public Charter School,Kua O Ka La PCS,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 14-5322 Kaimu/Kapoho Road
  :city: Pahoa
  :state: HI
  :postal_code:
  :phone: 965-5098
  :fax: 965-9618
  :principal_last_name: Osborne
  :principal_first_name: Susan
",
178,411,Maui,Maui,K,6,Charter,Kualapu'u Elementary New Century Public Conversion Charter School,Kualapuu El NCPCCS,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 260 Farrington Avenue
  :city: Kualapuu
  :state: HI
  :postal_code: ""96757""
  :phone: 567-6900
  :fax: 567-6906
  :principal_last_name: Trinidad
  :principal_first_name: Lydia
",
179,128,Oahu,Honolulu,K,5,DOE,Prince Jonah Kuhio Elementary,Kuhio El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 2759 S. King Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96826""
  :phone: 973-0085
  :fax: 973-0088
  :principal_last_name: Hao
  :principal_first_name: Evelyn
",
180,466,Kauai,Kauai,K,12,Charter,Kula Aupuni Ni`ihau A Kahelelani Aloha New Century Public Charter School (KANAKA),Kula Aupuni Ni`ihau A Kahelelani Aloha,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: 8315 Kekaha Road
  :city: Kekaha
  :state: HI
  :postal_code: ""96752""
  :phone: 337-2022
  :fax: 337-2033
  :principal_last_name: Sullivan
  :principal_first_name: Hedy
",
181,412,Maui,Maui,K,5,DOE,Kula Elementary,Kula El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 5000 Kula Highway
  :city: Kula
  :state: HI
  :postal_code: ""96790""
  :phone: 876-7610
  :fax: 876-7616
  :principal_last_name: Oura
  :principal_first_name: Barbara
",
182,413,Maui,Maui,6,8,DOE,Lahaina Intermediate,Lahaina Int,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 871 Lahainaluna Road
  :city: Lahaina
  :state: HI
  :postal_code: ""96761""
  :phone: 662-3965
  :fax: 662-3968
  :principal_last_name: Nakamura
  :principal_first_name: Marsha
",
183,414,Maui,Maui,9,12,DOE,Lahainaluna High,Lahainaluna High,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 980 Lahainaluna Road
  :city: Lahaina
  :state: HI
  :postal_code: ""96761""
  :phone: 662-4000
  :fax: 662-3997
  :principal_last_name: DeCosta
  :principal_first_name: Emily
",
184,319,Oahu,Windward,K,6,DOE,La'ie Elementary,Laie El,Castle-Kahuku,,,"---
:site_contact:
  :street: 55-109 Kulanui Street
  :city: Laie
  :state: HI
  :postal_code: ""96762""
  :phone: 293-8965
  :fax: 293-8968
  :principal_last_name: Ho
  :principal_first_name: Matthew
",
185,415,Maui,Maui,K,12,DOE,Lanai High & Elementary,Lanai High & El,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: PO Box 630630
  :city: Lanai City
  :state: HI
  :postal_code: ""96763""
  :phone: 565-7900
  :fax: 565-7904
  :principal_last_name: Myers
  :principal_first_name: Pierce
",
186,129,Oahu,Honolulu,K,5,DOE,Lanakila Elementary,Lanakila El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 717 North Kuakini Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 587-4466
  :fax: 587-4468
  :principal_last_name: Dilwith
  :principal_first_name: Linell
",
187,320,Oahu,Windward,K,6,Charter,Lanikai Elementary Public Charter School,Lanikai El PCS,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 140 Alala Road
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7844
  :fax: 266-7848
  :principal_last_name: Noh
  :principal_first_name: Ed
",
188,377,Hawaii,Hawaii,K,12,DOE,Laupahoehoe High & Elementary,Laupahoehoe High & El,Hilo-Laupahoehoe-Waiakea,,,"---
:site_contact:
  :street: PO Box 189
  :city: Laupahoehoe
  :state: HI
  :postal_code: ""96764""
  :phone: 962-2200
  :fax: 962-2202
  :principal_last_name: Denight
  :principal_first_name: James
",
189,903,Oahu,Central,0,0,DOE,Leeward Community College Children�s Center,LCC Childrens Center,Aiea,,,"---
:site_contact:
  :street: 96-045 Ala Ike Street
  :principal_last_name: Moravcik
  :city: Pearl City
  :principal_first_name: Eva
  :postal_code: ""96782""
  :state: HI
  :phone: 455-0488
  :fax:
",
190,922,Oahu,,,,Private,Le Jardin Academy,Le Jardin Academy,,,,"---
:site_contact: !ruby/hash:ActiveSupport::HashWithIndifferentAccess
  principal_last_name: McNeill
  phone: 261-0707
  fax: ''
  email: vicki.mcneill@lejardinacademy.org
  principal_first_name: Victoria
  street: 917 Kalanianaole Highway
  city: Kailua
  state: HI
  postal_code: '96734'
",
191,268,Oahu,Leeward,K,6,DOE,Lehua Elementary,Lehua El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 791 Lehua Avenue
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6490
  :fax: 453-6497
  :principal_last_name: Toyama
  :principal_first_name: Fay
",
192,271,Oahu,Leeward,K,6,DOE,Leihoku Elementary,Leihoku El,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 86-285 Leihoku Street
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 697-7100
  :fax: 697-7142
  :principal_last_name: Miura
  :principal_first_name: Randall
",
193,214,Oahu,Central,9,12,DOE,Leilehua High,Leilehua High,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 1515 California Avenue
  :city: Wahiawa
  :state: HI
  :postal_code: ""96786""
  :phone: 622-6550
  :fax: 622-6554
  :principal_last_name: Coleman
  :principal_first_name: Aloha
",
194,416,Maui,Maui,K,5,DOE,Lihikai Elementary,Lihikai El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 335 S. Papa Avenue
  :city: Kahului
  :state: HI
  :postal_code: ""96732""
  :phone: 873-3033
  :fax: 873-3570
  :principal_last_name: Pollock
  :principal_first_name: Michael
",
195,130,Oahu,Honolulu,K,5,DOE,King Liholiho Elementary,Liholiho El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 3430 Maunaloa Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4850
  :fax: 733-4856
  :principal_last_name: Small
  :principal_first_name: Christina
",
196,131,Oahu,Honolulu,K,5,DOE,Princess Miriam K. Likelike Elementary,Likelike El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1618 Palama Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 832-3370
  :fax: 832-3374
  :principal_last_name: Bart
  :principal_first_name: Kelly
",
197,132,Oahu,Honolulu,K,5,DOE,Queen Lydia Lili'uokalani Elementary,Liliuokalani El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 3633 Waialae Avenue
  :city: Honolulu
  :state: HI
  :postal_code: ""96816""
  :phone: 733-4680
  :fax: 733-4685
  :principal_last_name: Chock
  :principal_first_name: Raelene
",
198,133,Oahu,Honolulu,K,2,DOE,Linapuni Elementary,Linapuni El,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 1434 Linapuni Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 832-3303
  :fax: 832-3305
  :principal_last_name: Sunahara
  :principal_first_name: Cindy
",
199,134,Oahu,Honolulu,K,5,DOE,President Abraham Lincoln Elementary,Lincoln El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 615 Auwaiolimu Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96813""
  :phone: 587-4480
  :fax: 587-4487
  :principal_last_name: Emoto
  :principal_first_name: Irving
",
200,430,Maui,Maui,6,8,DOE,Lokelani Intermediate,Lokelani Int,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 1401 Liloa Drive
  :city: Kihei
  :state: HI
  :postal_code: ""96753""
  :phone: 875-6800
  :fax: 875-6835
  :principal_last_name: Whitford
  :principal_first_name: Donna
",
201,135,Oahu,Honolulu,K,5,DOE,King William Lunalilo Elementary,Lunalilo El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 810 Pumehana Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96826""
  :phone: 973-0270
  :fax: 973-0276
  :principal_last_name: Kantrowitz
  :principal_first_name: Amy
",
202,136,Oahu,Honolulu,K,5,DOE,Ma'ema'e Elementary,Maemae El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 319 Wyllie Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 595-5400
  :fax: 595-5405
  :principal_last_name: Blaisdell
  :principal_first_name: Pearlene
",
203,257,Oahu,Leeward,K,6,DOE,Ma'ili Elementary,Maili El,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 87-360 Kula'aupuni Street
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 697-7150
  :fax: 697-7151
  :principal_last_name: Hauge
  :principal_first_name: Disa
",
204,258,Oahu,Leeward,K,6,DOE,Makaha Elementary,Makaha El,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 84-200 Ala Naauao Place
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 695-7900
  :fax: 695-7905
  :principal_last_name: Okamura
  :principal_first_name: Lynn
",
205,259,Oahu,Leeward,K,5,DOE,Makakilo Elementary,Makakilo El,Campbell-Kapolei,,,"---
:site_contact:
  :street: 92-675 Anipeahi Street
  :city: Kapolei
  :state: HI
  :postal_code: ""96707""
  :phone: 672-1122
  :fax: 672-1128
  :principal_last_name: Tajima
  :principal_first_name: Sean
",
206,215,Oahu,Central,K,6,DOE,Makalapa Elementary,Makalapa El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 4435 Salt Lake Blvd.
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 421-4110/421-4111
  :fax: 421-4112
  :principal_last_name: Fujii
  :principal_first_name: Raymond
",
207,417,Maui,Maui,K,5,DOE,Makawao Elementary,Makawao El,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 3542 Baldwin Avenue
  :city: Makawao
  :state: HI
  :postal_code: ""96768""
  :phone: 573-8770
  :fax: 573-8774
  :principal_last_name: Honda
  :principal_first_name: Robyn
",
208,260,Oahu,Leeward,K,6,DOE,Manana Elementary,Manana El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 1147 Kumano Street
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6430
  :fax: 453-6437
  :principal_last_name: Loo
  :principal_first_name: Bryan
",
209,137,Oahu,Honolulu,K,6,DOE,Manoa Elementary,Manoa El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 3155 Manoa Road
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 988-1868
  :fax: 988-1860
  :principal_last_name: Uyeda
  :principal_first_name: Jeanette
",
210,938,Oahu,,,,Private,Maryknoll High School,Maryknoll High,,,,"---
:site_contact:
  :street: 1526 Alexander St.
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: ""9528400""
  :fax:
  :principal_last_name: Gunderson
  :principal_first_name: Betsey
",
211,418,Maui,Maui,9,12,DOE,Maui High,Maui High,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 660 S. Lono Avenue
  :city: Kahului
  :state: HI
  :postal_code: ""96732""
  :phone: 873-3000
  :fax: 873-3010
  :principal_last_name: Yamanuha
  :principal_first_name: Randy
",
212,428,Maui,Maui,6,8,DOE,Maui Waena Intermediate,Maui Waena Int,Baldwin-Kekaulike-Maui,,,"---
:site_contact:
  :street: 795 Onehee Avenue
  :city: Kahului
  :state: HI
  :postal_code: ""96732""
  :phone: 873-3070
  :fax: 873-3066
  :principal_last_name: Yap
  :principal_first_name: Jamie
",
213,286,Oahu,Leeward,K,5,DOE,Mauka Lani Elementary,Mauka Lani El,Campbell-Kapolei,,,"---
:site_contact:
  :street: 92-1300 Panana Street
  :city: Kapolei
  :state: HI
  :postal_code: ""96707""
  :phone: 672-1100
  :fax: 672-1114
  :principal_last_name: Ferrara
  :principal_first_name: Shelley
",
214,419,Maui,Maui,K,6,DOE,Maunaloa Elementary,Maunaloa El,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: PO Box 128
  :city: Maunaloa
  :state: HI
  :postal_code: ""96770""
  :phone: 552-2000
  :fax: 552-2004
  :principal_last_name: Yamamoto
  :principal_first_name: Joe
",
215,321,Oahu,Windward,K,6,DOE,Maunawili Elementary,Maunawili El,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 1465 Ulupii Street
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7822
  :fax: 266-7834
  :principal_last_name: Amine
  :principal_first_name: Ryan
",
216,138,Oahu,Honolulu,9,12,DOE,President William McKinley High,McKinley High,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 1039 S. King Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96814""
  :phone: 594-0400
  :fax: 594-0407
  :principal_last_name: Okamura
  :principal_first_name: Ron
",
217,923,Oahu,,,,Private,Mid-Pacific Institute (Elementary),Mid-Pacific Institute (El),,,,"---
:site_contact:
  :street: 2445 Kaala Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 441-3800
  :fax:
  :principal_last_name: Hussey
  :principal_first_name: Edna
",
218,924,Oahu,,,,Private,Mid-Pacific Institute (Secondary),Mid-Pacific Institute (Sec),,,,"---
:site_contact:
  :street: 2445 Kaala St
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: ""973-5019 ""
  :fax:
  :principal_last_name: Cruz
  :principal_first_name: Grace
",
219,216,Oahu,Central,9,12,DOE,Mililani High,Mililani High,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 95-1200 Meheula Parkway
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 627-7747
  :fax: 627-7375
  :principal_last_name: Brummel
  :principal_first_name: John
",
220,240,Oahu,Central,K,5,DOE,Mililani 'Ike Elementary,Mililani Ike El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 95-1330 Lehiwa Drive
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 626-2980
  :fax: 626-2958
  :principal_last_name: Nakasato
  :principal_first_name: Steve
",
221,241,Oahu,Central,K,5,DOE,Mililani Mauka Elementary,Mililani Mauka El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 95-1111 Makaikai Street
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 626-3350
  :fax: 626-3360
  :principal_last_name: Petersen
  :principal_first_name: Carol
",
222,238,Oahu,Central,6,8,DOE,Mililani Middle,Mililani Middle,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 95-1140 Lehiwa Drive
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 626-7355
  :fax: 626-7358
  :principal_last_name: Chung
  :principal_first_name: Elynne
",
223,242,Oahu,Central,K,5,DOE,Mililani Uka Elementary,Mililani Uka El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 94-380 Kuahelani Avenue
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 627-7303
  :fax: 627-7387
  :principal_last_name: Wilhelm
  :principal_first_name: Heather
",
224,234,Oahu,Central,K,5,DOE,Mililani Waena Elementary,Mililani Waena El,Leilehua-Mililani-Waialua,,,"---
:site_contact:
  :street: 95-502 Kipapa Drive
  :city: Mililani
  :state: HI
  :postal_code: ""96789""
  :phone: 627-7300
  :fax: 627-7455
  :principal_last_name: Castro
  :principal_first_name: Dale
",
225,217,Oahu,Central,K,6,DOE,Moanalua Elementary,Moanalua El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 1337 Mahiole Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 831-7878/831-7879
  :fax: 831-7877
  :principal_last_name: Meyer
  :principal_first_name: Ben
",
226,218,Oahu,Central,9,12,DOE,Moanalua High,Moanalua High,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 2825 Ala Ilima Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 837-8455
  :fax: 831-7919
  :principal_last_name: Galera
  :principal_first_name: Darrel
",
227,219,Oahu,Central,7,8,DOE,Moanalua Middle,Moanalua Middle,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 1289 Mahiole Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96819""
  :phone: 831-7850
  :fax: 831-7859
  :principal_last_name: Nagamine
  :principal_first_name: Lisa
",
228,322,Oahu,Windward,K,6,DOE,Mokapu Elementary,Mokapu El,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 1193 Mokapu Road
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 254-7964
  :fax: 254-7969
  :principal_last_name: Kane
  :principal_first_name: Traci
",
229,220,Oahu,Central,K,6,DOE,Mokulele Elementary,Mokulele El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 250 Aupaka Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 421-4180
  :fax: 421-4182
  :principal_last_name: Nakamoto
  :principal_first_name: Bart
",
230,421,Maui,Maui,9,12,DOE,Moloka'i High,Molokai High,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 2140 Farrington Ave
  :city: Hoolehua
  :state: HI
  :postal_code: ""96729""
  :phone: 567-6950
  :fax: 567-6960
  :principal_last_name: Hao
  :principal_first_name: Stanford
",
231,434,Maui,Maui,7,8,DOE,Moloka'i Middle,Molokai Middle,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 2175 Lihi Pali Avenue
  :city: Hoolehua
  :state: HI
  :postal_code: ""96729""
  :phone: 567-6940
  :fax: 567-6939
  :principal_last_name: Davidson
  :principal_first_name: Gary
",
232,285,Oahu,Leeward,K,6,DOE,Momilani Elementary,Momilani El,Pearl City-Waipahu,,,"---
:site_contact:
  :street: 2130 Ho'okiekie Street
  :city: Pearl City
  :state: HI
  :postal_code: ""96782""
  :phone: 453-6444
  :fax: 453-6448
  :principal_last_name: Higa
  :principal_first_name: Doreen
",
233,379,Hawaii,Hawaii,K,5,DOE,Mountain View Elementary,Mountain View El,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: PO Box 9
  :city: Mountain View
  :state: HI
  :postal_code: ""96771""
  :phone: 968-2300
  :fax: 968-2305
  :principal_last_name: Riley
  :principal_first_name: Barbara
",
234,544,Oahu,Honolulu,K,12,Charter,Myron B. Thompson Academy A New Century Public Charter School,Myron Thompson Acad NCPCS,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 629 Pohukaina Street Suite 3
  :city: Honolulu
  :state: HI
  :postal_code: ""96813""
  :phone: 441-8001
  :fax: 586-3640
  :principal_last_name: Oshiro
  :principal_first_name: Diana
",
235,380,Hawaii,Hawaii,K,6,DOE,Na'alehu Elementary,Naalehu El,Kau-Keaau-Pahoa,,,"---
:site_contact:
  :street: 95-5547 Mamalahoa Hwy
  :city: Naalehu
  :state: HI
  :postal_code: ""96772""
  :phone: 939-2413
  :fax: 939-2419
  :principal_last_name: Burgess
  :principal_first_name: Teddy
",
236,429,Maui,Maui,K,5,DOE,Princess Nahi'ena'ena Elementary,Nahienaena El,Hana-Lahainaluna-Lanai-Molokai,,,"---
:site_contact:
  :street: 816 Niheu Street
  :city: Lahaina
  :state: HI
  :postal_code: ""96761""
  :phone: 662-4020
  :fax: 662-4023
  :principal_last_name: Kahoohalahala
  :principal_first_name: Lynn
",
237,261,Oahu,Leeward,K,6,DOE,Nanaikapono Elementary,Nanaikapono El,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 89-153 Mano Avenue
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 668-5800
  :fax: 668-5890
  :principal_last_name: Knight
  :principal_first_name: Debra
",
238,262,Oahu,Leeward,K,6,DOE,Nanakuli Elementary,Nanakuli El,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 89-778 Haleakala Avenue
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 668-5813
  :fax: 668-5817
  :principal_last_name: Takahashi
  :principal_first_name: Wendy
",
239,263,Oahu,Leeward,7,12,DOE,Nanakuli High & Intermediate,Nanakuli High & Int,Nanakuli-Waianae,,,"---
:site_contact:
  :street: 89-980 Nanakuli Avenue
  :city: Waianae
  :state: HI
  :postal_code: ""96792""
  :phone: 668-5823
  :fax: 668-5828
  :principal_last_name: Pilialoha
  :principal_first_name: Darin
",
240,925,WA,,,,Private,New Market Skills Center,New Market Skills Center,,,,"---
:site_contact:
  :street: 7299 New Market Street SW
  :city: Tumwater
  :state: WA
  :postal_code: ""98501""
  :phone: 360-570-4500
  :fax:
  :principal_last_name: Kinerk
  :principal_first_name: Joe
",
241,461,Kauai,Kauai,K,12,DOE,Ni'ihau High & Elementary,Niihau High & El,Kapaa-Kauai-Waimea,,,"---
:site_contact:
  :street: PO Box 339
  :city: Waimea
  :state: HI
  :postal_code: ""96796""
  :phone: 338-6800
  :fax: 338-6807
  :principal_last_name: Caberto
  :principal_first_name: Nely
",
242,221,Oahu,Central,K,6,DOE,Admiral Chester W. Nimitz Elementary,Nimitz El,Aiea-Moanalua-Radford,,,"---
:site_contact:
  :street: 520 Main Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96818""
  :phone: 421-4165
  :fax: 421-4170
  :principal_last_name: Lee
  :principal_first_name: Kenneth
",
243,139,Oahu,Honolulu,6,8,DOE,Niu Valley Middle,Niu Valley Middle,Farrington-Kaiser-Kalani,,,"---
:site_contact:
  :street: 310 Halemaumau Street
  :city: Honolulu
  :state: HI
  :postal_code: ""96821""
  :phone: 377-2440
  :fax: 377-2444
  :principal_last_name: Mew
  :principal_first_name: Justin
",
244,140,Oahu,Honolulu,K,5,DOE,Noelani Elementary,Noelani El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 2655 Woodlawn Drive
  :city: Honolulu
  :state: HI
  :postal_code: ""96822""
  :phone: 988-1858
  :fax: 988-1855
  :principal_last_name: Mahoe
  :principal_first_name: Rochelle
",
245,141,Oahu,Honolulu,K,5,DOE,Nu'uanu Elementary,Nuuanu El,Kaimuki-McKinley-Roosevelt,,,"---
:site_contact:
  :street: 3055 Puiwa Lane
  :city: Honolulu
  :state: HI
  :postal_code: ""96817""
  :phone: 595-5422
  :fax: 595-5425
  :principal_last_name: Toyooka
  :principal_first_name: James
",
246,926,Kauai,,,,Private,�?lelo Christian Academy,Olelo Christian Academy,,,,"---
:site_contact:
  :street: 3223 Elua St
  :city: Lihue
  :state: HI
  :postal_code: ""96766""
  :phone: 808 246-6535
  :fax:
  :principal_last_name: Elledge
  :principal_first_name: Scott
",
247,475,Oahu,Windward,7,12,DOE,Olomana,Olomana,Kailua-Kalaheo,,,"---
:site_contact:
  :street: 42-522 Kalanianaole Hwy
  :city: Kailua
  :state: HI
  :postal_code: ""96734""
  :phone: 266-7866
  :fax: 266-7873
  :principal_last_name: Oshio
  :principal_first_name: Stacey
",
